timestamp,elapsedtime
2019-02-19 20:37:38," 0
"
2019-02-19 20:37:44," 120
"
2019-02-19 20:37:50," 118
"
2019-02-19 20:37:57," 94
"
2019-02-19 20:38:03," 97
"
2019-02-19 20:38:09," 98
"
2019-02-19 20:38:15," 94
"
2019-02-19 20:38:21," 87
"
2019-02-19 20:38:28," 90
"
2019-02-19 20:38:34," 94
"
