timestamp,power
2019-02-19 22:32:52," 100
"
2019-02-19 22:32:55," 100
"
2019-02-19 22:32:59," 100
"
2019-02-19 22:33:02," 100
"
2019-02-19 22:33:05," 100
"
2019-02-19 22:33:08," 100
"
2019-02-19 22:33:11," 100
"
2019-02-19 22:33:14," 100
"
2019-02-19 22:33:17," 100
"
2019-02-19 22:33:20," 100
"
